City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,haiku-pauwela,20.9219,-156.3051,29.54,64,40,8.23,US,1690057596
363,kas,36.2018,29.6377,31.31,35,0,2.87,TR,1690057785
364,prado,-17.3411,-39.2208,21.87,89,13,3.59,BR,1690057785
365,luanda,-8.8368,13.2343,22.0,83,75,3.6,AO,1690057579
366,porto murtinho,-21.6989,-57.8825,35.1,19,0,5.53,BR,1690057785
367,deridder,30.8463,-93.289,36.98,44,20,1.54,US,1690057635
368,vadso,70.0744,29.7487,8.49,87,100,6.69,NO,1690057786
369,gramoteino,54.5368,86.3839,12.98,96,50,3.07,RU,1690057786
370,touros,-5.1989,-35.4608,26.08,76,3,7.32,BR,1690057543
371,rio grande,-32.035,-52.0986,27.06,83,99,4.95,BR,1690057786
372,badger,64.8,-147.5333,27.43,47,0,0.0,US,1690057786
373,libreville,0.3925,9.4537,26.01,73,40,2.57,GA,1690057787
374,tralee,52.2704,-9.7026,15.3,96,100,4.23,IE,1690057566
375,duncan,34.5023,-97.9578,31.94,45,0,1.54,US,1690057787
376,susuman,62.7833,148.1667,13.64,94,100,1.77,RU,1690057787
377,taoudenni,22.6783,-3.9836,40.93,15,70,3.59,ML,1690057787
378,tira sujanpur,31.8333,76.5,25.24,80,100,1.45,IN,1690057787
379,axim,4.8699,-2.2405,24.54,87,100,4.64,GH,1690057788
380,belyy yar,53.6039,91.3903,16.94,94,0,3.0,RU,1690057788
381,yarkovo,57.4028,67.0786,14.58,92,66,2.41,RU,1690057788
382,urangan,-25.3,152.9,13.98,75,0,4.0,AU,1690057788
383,toliara,-23.35,43.6667,19.19,84,0,1.26,MG,1690057789
384,sinop,41.7711,34.8709,19.79,66,0,1.82,TR,1690057789
385,i-n-salah,27.1935,2.4607,38.61,9,0,1.53,DZ,1690057790
386,solleftea,63.1667,17.2667,13.92,95,100,1.38,SE,1690057790
387,qamdo,31.1667,97.2333,6.41,82,100,1.28,CN,1690057791
388,vorkuta,67.5,64.0,17.33,90,100,0.9,RU,1690057791
389,tiganesti,43.9,25.3667,24.89,60,23,4.32,RO,1690057791
390,nikol'sk,53.7189,46.0712,14.52,79,77,2.18,RU,1690057791
391,berdigestyakh,62.0989,126.6992,15.62,84,32,1.96,RU,1690057792
392,kailua-kona,19.6406,-155.9956,31.44,73,40,5.66,US,1690057792
393,maridi,4.9158,29.4742,20.27,89,100,1.71,SS,1690057792
394,ostrow mazowiecka,52.8024,21.8951,14.79,55,62,1.67,PL,1690057792
395,trzemeszno,52.5614,17.8231,15.49,66,89,2.95,PL,1690057792
396,carbonear,47.7332,-53.2148,26.19,79,40,5.46,CA,1690057793
397,labrador city,52.9463,-66.9114,20.95,68,75,4.12,CA,1690057793
398,touba,8.2833,-7.6833,21.89,95,25,1.55,CI,1690057793
399,arawa,-6.2132,155.5367,24.58,91,100,2.82,PG,1690057793
400,jolo,6.05,121.0167,24.67,86,79,0.77,PH,1690057793
401,guanica,17.9716,-66.908,33.07,73,50,4.66,PR,1690057794
402,dalcahue,-42.3628,-73.7022,6.78,75,40,1.54,CL,1690057794
403,alice springs,-23.7,133.8833,2.75,75,5,4.12,AU,1690057794
404,turbat,26.0023,63.044,28.92,77,100,3.97,PK,1690057794
405,sinabang,2.4803,96.3801,26.19,81,100,1.03,ID,1690057794
406,woolgoolga,-30.1106,153.2007,10.93,69,27,4.19,AU,1690057794
407,nakamura,32.9833,132.9333,24.14,95,75,1.51,JP,1690057795
408,pesqueira,-8.3578,-36.6964,21.19,78,61,5.94,BR,1690057795
409,sai buri,6.7013,101.6168,24.96,89,98,2.74,TH,1690057795
410,yarmouth,41.7057,-70.2286,27.76,80,0,3.6,US,1690057795
411,nur-sultan,51.1801,71.446,15.97,55,0,2.0,KZ,1690057795
412,puro,12.4841,123.3827,24.63,91,100,5.44,PH,1690057795
413,hadibu,12.65,54.0333,25.76,80,100,10.44,YE,1690057796
414,zambezi,-13.5432,23.1047,18.98,37,25,3.18,ZM,1690057796
415,antofagasta,-23.65,-70.4,18.6,73,84,5.04,CL,1690057796
416,twon-brass,4.3151,6.2418,25.76,82,98,6.38,NG,1690057796
417,ponta delgada,37.7333,-25.6667,22.4,73,20,2.06,PT,1690057796
418,saint-pierre,-21.3393,55.4781,21.82,78,40,9.77,RE,1690057796
419,kashgar,39.4547,75.9797,29.56,24,40,4.0,CN,1690057797
420,queenstown,-31.8976,26.8753,11.95,65,23,4.17,ZA,1690057797
421,jurm,36.8648,70.8342,21.24,37,0,0.6,AF,1690057797
422,maumere,-8.6199,122.2111,24.51,78,99,2.98,ID,1690057797
423,sitka,57.0531,-135.33,15.94,82,100,1.54,US,1690057797
424,terrace,54.5163,-128.6035,17.34,88,75,1.03,CA,1690057797
425,trondheim,63.4305,10.3951,15.03,84,39,2.13,NO,1690057798
426,punta del este,-34.9667,-54.95,28.06,51,0,8.75,UY,1690057798
427,stockton heath,53.3708,-2.5741,17.75,96,100,1.54,GB,1690057798
428,ighram,36.463,4.5053,31.72,38,98,2.99,DZ,1690057798
429,tuzantla,19.2029,-100.5668,31.54,47,100,1.49,MX,1690057798
430,aktau,43.65,51.2,28.32,44,0,4.38,KZ,1690057577
431,sandnessjoen,66.0217,12.6316,15.29,91,100,0.72,NO,1690057799
432,neftcala,39.3742,49.2472,26.93,66,99,1.98,AZ,1690057799
433,bethanie,-26.4833,17.15,13.04,15,72,2.34,NA,1690057799
434,horsham,51.064,-0.3272,16.47,95,75,6.69,GB,1690057701
435,vitoria da conquista,-14.8661,-40.8394,18.94,70,83,3.73,BR,1690057605
436,ad dawadimi,24.5077,44.3924,32.64,10,69,5.2,SA,1690057799
437,carutapera,-1.195,-46.02,27.47,73,47,4.09,BR,1690057800
438,sao joao da barra,-21.6403,-41.0511,23.05,79,3,5.94,BR,1690057753
439,phan rang-thap cham,11.5667,108.9833,25.27,88,85,1.79,VN,1690057800
440,nizhneudinsk,54.9076,99.0276,12.86,85,29,1.52,RU,1690057800
441,khalkhal,37.6189,48.5258,17.15,50,1,3.13,IR,1690057801
442,at taj,24.2049,23.2857,31.03,15,13,5.08,LY,1690057801
443,burang,30.25,81.1667,10.27,87,100,2.5,CN,1690057801
444,inari,68.906,27.0288,10.11,85,90,4.73,FI,1690057801
445,kerikeri,-35.2268,173.9474,7.73,93,35,3.07,NZ,1690057802
446,revda,56.801,59.9303,13.13,98,93,3.55,RU,1690057803
447,bazarak,35.3129,69.5152,19.58,38,0,2.26,AF,1690057804
448,port macquarie,-31.4333,152.9167,7.72,68,100,3.87,AU,1690057805
449,alto barinas,8.5931,-70.2261,28.02,74,100,2.44,VE,1690057805
450,garissa,-0.4536,39.6401,24.36,72,81,8.76,KE,1690057806
451,pitimbu,-7.4706,-34.8086,26.33,81,36,7.48,BR,1690057806
452,mata-utu,-13.2816,-176.1745,27.39,79,64,5.52,WF,1690057806
453,tonder,54.9331,8.8667,14.02,91,100,2.02,DK,1690057807
454,cidreira,-30.1811,-50.2056,18.92,83,57,5.45,BR,1690057479
455,siguatepeque,14.6,-87.8333,27.01,62,98,1.5,HN,1690057807
456,olyokminsk,60.3736,120.4264,18.68,76,11,1.26,RU,1690057808
457,el galpon,-25.3807,-64.6526,28.53,37,100,2.3,AR,1690057808
458,kirov,58.5966,49.6601,10.67,95,19,2.07,RU,1690057808
459,huarmey,-10.0681,-78.1522,22.06,72,11,4.6,PE,1690057809
460,pearsall,28.8922,-99.095,40.51,20,0,4.59,US,1690057809
461,chengde,40.9725,117.9361,18.37,90,22,0.67,CN,1690057809
462,north bondi,-33.8824,151.2769,9.56,82,40,3.6,AU,1690057810
463,alliance,40.9153,-81.1059,27.16,52,84,2.8,US,1690057513
464,pabbi,34.0106,71.7989,27.38,69,88,1.47,PK,1690057810
465,luisant,48.4295,1.4738,20.36,55,57,1.79,FR,1690057810
466,teguise,29.0605,-13.564,22.12,69,40,11.32,ES,1690057811
467,valley city,46.9233,-98.0032,27.29,47,0,7.2,US,1690057811
468,turkmenbasy,40.0222,52.9552,27.43,36,0,2.06,TM,1690057811
469,nuevo casas grandes,30.4167,-107.9167,35.5,18,6,5.37,MX,1690057812
470,northam,51.0333,-4.2167,17.59,98,100,8.92,GB,1690057812
471,kavaratti,10.5669,72.642,28.16,82,100,9.5,IN,1690057812
472,nuku'alofa,-21.1333,-175.2,22.92,78,7,2.23,TO,1690057813
473,taishan,22.2514,112.7799,25.36,88,43,0.49,CN,1690057814
474,leh,34.1667,77.5833,16.7,64,95,2.32,IN,1690058092
475,perevolotskiy,51.8763,54.1938,15.97,72,18,2.03,RU,1690057814
476,oeiras,-7.0253,-42.1311,33.72,18,13,3.92,BR,1690057746
477,taulaga,-11.0553,-171.0883,28.08,74,16,2.32,AS,1690057815
478,grand falls-windsor,48.9332,-55.6649,27.5,66,100,2.68,CA,1690057815
479,zhigalovo,54.8097,105.1578,14.13,72,83,1.35,RU,1690057816
480,benemerito de las americas,16.5167,-90.6439,32.56,54,98,1.85,MX,1690057816
481,camayenne,9.535,-13.6878,27.05,83,75,4.12,GN,1690057816
482,salekhard,66.53,66.6019,16.48,94,89,3.5,RU,1690057817
483,luganville,-15.5333,167.1667,22.26,90,100,3.63,VU,1690057817
484,glendive,47.1053,-104.7125,32.79,23,0,1.54,US,1690057817
485,nicoya,10.1483,-85.452,30.58,71,99,0.63,CR,1690057817
486,tilcara,-23.5776,-65.3509,17.67,11,3,2.23,AR,1690057818
487,port douglas,-16.4833,145.4667,20.15,78,2,1.44,AU,1690057818
488,poyang,28.9924,116.6675,24.5,96,100,2.33,CN,1690057818
489,aldinga beach,-35.2793,138.4604,9.26,79,54,3.95,AU,1690057819
490,kasungu,-13.0333,33.4833,16.41,61,51,1.46,MW,1690057819
491,freetown,8.484,-13.2299,24.84,94,75,2.06,SL,1690057819
492,jieshi,22.8134,115.8257,27.63,85,88,1.74,CN,1690057819
493,pacasmayo,-7.4006,-79.5714,22.67,74,4,5.62,PE,1690057820
494,lubumbashi,-11.6609,27.4794,18.13,46,23,3.01,CD,1690057820
495,praya,14.9215,-23.5087,27.3,69,20,4.63,CV,1690057646
496,turner,44.2565,-70.2562,26.71,73,25,1.79,US,1690057820
497,bechar,31.6167,-2.2167,39.18,9,0,4.12,DZ,1690057821
498,tromso,69.6496,18.957,15.21,72,75,1.03,NO,1690057821
499,laibin,23.7,109.2667,26.37,89,62,2.07,CN,1690057821
500,gobo,33.8833,135.15,24.25,84,3,2.31,JP,1690057821
501,kalabo,-14.97,22.6814,20.77,34,71,2.99,ZM,1690057822
502,yebaishou,41.3975,119.6408,19.19,89,83,4.3,CN,1690057822
503,al bawiti,28.3492,28.8659,30.66,35,0,6.79,EG,1690057822
504,perros-guirec,48.8145,-3.4396,16.47,92,100,5.66,FR,1690057822
505,kolwezi,-10.7148,25.4667,18.02,42,1,3.88,CD,1690057823
506,fuerte olimpo,-21.0415,-57.8738,33.0,21,0,4.66,PY,1690057823
507,mahina,-17.5065,-149.489,25.87,65,20,5.66,PF,1690057823
508,magnolia,33.2671,-93.2393,30.83,37,0,2.48,US,1690057824
509,terekli-mekteb,44.1671,45.8698,28.78,39,5,2.97,RU,1690057824
510,manturovo,58.3353,44.7619,11.24,97,71,2.52,RU,1690057824
511,glenfield park,-35.1372,147.334,3.66,92,63,1.04,AU,1690057825
512,praia da vitoria,38.7333,-27.0667,24.14,83,20,0.12,PT,1690057825
513,abepura,-2.6333,140.5833,24.45,83,20,0.0,ID,1690057825
514,arenapolis,-14.4503,-56.8461,31.01,20,0,2.5,BR,1690057825
515,gobabis,-22.45,18.9667,15.43,40,1,4.96,NA,1690057826
516,macau,22.2006,113.5461,29.36,84,20,3.09,MO,1690057826
517,tocopilla,-22.092,-70.1979,21.67,67,43,6.39,CL,1690058099
518,antsiranana,-12.2787,49.2917,22.66,73,4,6.94,MG,1690057826
519,colonia,50.9333,6.95,21.13,51,0,2.06,DE,1690057786
520,byron bay,-28.65,153.6167,7.06,81,31,4.98,AU,1690057827
521,akankpa,5.1264,8.1898,23.01,97,90,1.35,NG,1690057827
522,kingston,17.997,-76.7936,33.53,69,20,10.29,JM,1690057631
523,kristiansund,63.1115,7.732,14.03,76,20,2.06,NO,1690057828
524,darwin,-12.4611,130.8418,21.99,40,0,5.66,AU,1690057828
525,liwonde,-15.0506,35.2035,17.32,76,5,2.04,MW,1690057828
526,horta,38.5333,-28.6333,22.8,86,75,1.54,PT,1690057829
527,kill devil hills,36.0307,-75.676,29.43,71,0,3.09,US,1690057829
528,greymouth,-42.4667,171.2,5.79,89,100,2.28,NZ,1690057830
529,krasnapollye,53.3337,31.4014,13.59,96,100,2.59,BY,1690057830
530,nadym,65.5333,72.5167,16.78,95,70,4.34,RU,1690057831
531,lichuan,30.3,108.85,18.37,92,0,0.15,CN,1690057832
532,opuwo,-18.0607,13.84,18.23,32,0,1.89,NA,1690057832
533,konongo,6.6167,-1.2167,22.35,98,100,1.53,GH,1690057832
534,shalqar,47.8333,59.6,27.95,32,26,2.2,KZ,1690057832
535,khash,28.2211,61.2158,28.4,16,100,2.18,IR,1690057833
536,snovsk,51.8239,31.9428,13.8,98,100,1.85,UA,1690057833
537,alvaraes,-3.2208,-64.8042,31.93,42,67,1.54,BR,1690057833
538,tra mhor,52.1624,-7.1524,17.85,94,40,2.68,IE,1690057588
539,kloulklubed,7.0419,134.2556,28.05,80,100,5.99,PW,1690057834
540,vila velha,-20.3297,-40.2925,21.97,92,75,4.12,BR,1690057539
541,pokachi,61.7198,75.3683,16.69,75,98,3.21,RU,1690057835
542,andergrove,-21.0833,149.1833,17.46,78,9,4.19,AU,1690057835
543,uliastay,47.7417,96.8444,13.2,81,100,1.79,MN,1690057836
544,bayeux,-7.125,-34.9322,26.35,73,40,6.69,BR,1690057836
545,flying fish cove,-10.4217,105.6791,24.82,88,100,5.66,CX,1690057837
546,ipatovo,45.7181,42.9036,25.14,51,38,1.41,RU,1690057837
547,weno,7.4515,151.8468,26.97,94,100,1.54,FM,1690057779
